Genename,TSS1,TSS2,TSS3,RNA1,RNA2,RNA3,Distal1,Distal2,Distal3
ADAMTS9,0.5087181339737402,0.8884026733267899,-1.3971208073005315,-1.2935352936622566,1.1418179806736322,0.15171731298862512,-0.8480028591266451,-0.5561354808654079,1.4041383399920524
LINC01060,0.05362203449164219,1.1970531533477677,-1.2506751878394093,-1.0236967917681759,1.3568535194736777,-0.3331567277055016,0.16683544373550416,1.132774882547841,-1.2996103262833452
LINC00839,-1.3994385398410185,0.5231439887916716,0.8762945510493474,-1.0097562794868262,1.3623711088269457,-0.3526148293401194,-1.3824647851714482,0.43317554163879435,0.9492892435326544
DNAJC12,-1.0876067064896757,-0.2390336278687329,1.3266403343584092,-1.0860052261295983,-0.24150008713093632,1.3275053132605348,0.8029014475613332,0.6067714487229623,-1.4096728962842953
SLC44A1,1.2712436700833802,-1.172235894170505,-0.0990077759128751,-1.4127989899668663,0.7611649992854298,0.6516339906814365,1.4140933930458834,-0.6910808953220992,-0.723012497723785
RGS2,0.09072840911567093,-1.2675860611920997,1.1768576520764258,-0.8019322976658965,-0.6078343480296481,1.4097666456955449,-1.4141155990325969,0.6926423761957867,0.7214732228368108
SH3RF3,0.1602089221257047,1.1367561825416197,-1.2969651046673245,-1.371349738534372,0.38642594117172485,0.9849237973626467,-1.2004980375423542,1.247630935720297,-0.047132898177943604
PLS3,1.0934337847263575,0.23000823199822956,-1.323442016724587,-1.047361851499044,1.346648035674561,-0.2992861841755173,-0.4765697256238557,1.3913941258326106,-0.9148244002087552
TACC2,0.886277651016656,-1.3975412270043106,0.5112635759876547,0.786339766843545,0.6247949137644184,-1.411134680607968,-1.4124025246740515,0.7681635994521906,0.6442389252218617
RIC3,-1.1822564651685326,-0.0809597363047805,1.2632162014733137,-1.3943971942773863,0.49288915427440855,0.9015080400029782,-1.2584381334088584,0.07042563592090575,1.1880124974879533
CCDC169,-1.2957983104565054,0.1573076204831552,1.1384906899733496,-1.3195317868256342,1.1003642339312096,0.21916755289442574,-1.3736568956553512,0.3956239668115387,0.9780329288438125
CDH7,0.3475974187729712,-1.3609726755122493,1.0133752567392782,-1.1563890032454751,1.283228795029592,-0.1268397917841169,1.3128360867797473,-1.1117707165308464,-0.201065370248901
VASH2,1.349271294592038,-1.0415146875701187,-0.3077566070219186,-1.1871816034590825,-0.07195399789422717,1.2591356013533093,-1.269351638559685,0.09471303050233652,1.1746386080573488
ARHGAP42,-0.9186616068850828,-0.4718220513705056,1.3904836582555888,-1.409939908555139,0.8001124300580748,0.6098274784970653,0.34249703479125376,1.0170367328155345,-1.359533767606786
PHACTR1,1.1001104121916228,0.21956665608111725,-1.3196770682727401,-0.8317514770688783,-0.5746504399663124,1.406401917035192,-1.2886608719933277,0.13983577027159566,1.1488251017217312
CXADR,-0.9882052170036348,-0.38201829457897063,1.370223511582608,-1.407546386803402,0.8225581956011186,0.584988191202284,0.9407302126317642,0.44411288701219565,-1.3848430996439591
ATP1A3,1.1744892874460706,0.09498052823693917,-1.2694698156830089,0.19674038765473364,1.1144652916772007,-1.3112056793319333,-0.5931099330204378,-0.8152748116097813,1.4083847446302191
UGP2,-0.6896662844713891,-0.7244050501459524,1.4140713346173415,-1.1553737693063073,1.283968407772088,-0.12859463846578092,-0.7077767743418079,1.414213350697053,-0.7064365763552451
STK38L,1.3901009917272678,-0.469851862210687,-0.9202491295165766,-1.2241171828662907,-0.0012544134498677817,1.2253715963161518,1.1662281276963706,0.10965860133669564,-1.2758867290330664
DYNC1I1,0.6887512483589391,-1.4140560850709467,0.7253048367120067,-1.1747469661996044,1.2692658309477738,-0.09451886474816949,-0.7894733379876455,1.41088079580605,-0.6214074578184043
GABRA5,-0.88130800341111,-0.5171936648587301,1.3985016682698375,-0.8853729146300546,1.3977184471088833,-0.5123455324788284,-0.4298464710211675,-0.9518775223366968,1.3817239933578631
LAMA2,-0.15609944758523292,-1.1392114321832443,1.2953108797684771,-1.199020367629029,1.2489427195779,-0.04992235194887106,-1.4110536879021356,0.7873535962594433,0.6237000916426935
MAP1B,1.099420774795253,-1.3200709977363523,0.22065022294109943,-1.4060240471216243,0.5713978746755516,0.8346261724460783,0.9112832848349068,0.480933010819209,-1.3922162956541173
CPEB3,1.2139384727845395,0.02133406474513097,-1.23527253752967,-0.9483714960707655,-0.4343535351441459,1.3827250312149129,0.5580482514920613,0.8463365327786,-1.404384784270661
PIP4K2A,0.24036788669217324,-1.327108737724491,1.0867408510323178,-0.6978060463140899,1.4141729613866119,-0.7163669150725197,-1.2872445714698204,1.150821516724182,0.1364230547456382
UBE2H,0.3405234157600601,-1.358972291869811,1.0184488761097508,-0.5117760162797532,-0.8858492566766049,1.3976252729563574,-1.4011877416576315,0.8664392339575134,0.5347485077001184
UNC5D,-1.180253265553707,-0.08459677119129037,1.2648500367449966,-0.449640983294758,1.3860126547307736,-0.9363716714360152,-0.8240221646149176,1.4073706174340928,-0.5833484528191754
ADCY2,1.411947608394479,-0.7752772194221146,-0.6366703889723672,-1.4133730008820955,0.7489069964489665,0.6644660044331291,-1.4080472603036445,0.589777472389077,0.8182697879145681
AGMO,-0.465723251913039,1.3892899157655585,-0.923566663852519,-0.7742199792497568,1.4120185552042086,-0.6377985759544517,-0.795064770554961,1.4104015811595503,-0.6153368106045893
PDZD2,1.3714275244165497,-0.9846952147342146,-0.38673230968233363,-0.6785878244254601,-0.7352473496316629,1.4138351740571233,-0.8229580470640767,-0.5845405744575605,1.4074986215216365
NKX6-1,-1.030902092157032,-0.32295855387230066,1.3538606460293343,-1.1861065305991454,1.2600341297571254,-0.07392759915797972,-0.5963855818807484,1.4087076167277524,-0.8123220348470038
LINC02315,-1.163476474263181,-0.11449582579343463,1.2779723000566159,-1.3899759167157004,0.9207648686316008,0.46921104808409964,-0.5101946040524903,1.3973652651140627,-0.8871706610615728
TAGLN2,-0.8893857657646024,-0.5075385594369937,1.396924325201596,-0.9131378254870444,-0.47865003688730845,1.3917878623743527,-0.008229595870227245,1.2288389323073643,-1.2206093364371375
CTSL,-1.4133147163902853,0.6629980599188371,0.750316656471456,-1.320221146184033,1.099157374556722,0.2210637716273109,-0.46687533611876264,1.3895174946254338,-0.9226421585066712
CMIP,-0.23901151251094194,-1.0876210484611764,1.3266325609721192,-0.4150322972774539,-0.9633002947726428,1.3783325920500968,-0.848289650158544,-0.5558059400489692,1.4040955902075103
SAR1A,-0.08624877710788077,-1.1793406871580625,1.265589464265938,-0.8284725822875393,-0.5783486600308702,1.4068212423184094,-0.7629292018539057,-0.6497745928195426,1.412703794673448
LAMB1,0.2716432957303878,1.0661173854944646,-1.337760681224852,-0.8916347557796785,1.3964700992946038,-0.504835343514925,-1.1485567030470933,1.2888503387398054,-0.14029363569271303
IFI6,0.2981628094580463,-1.3462965918579135,1.048133782399867,-0.7102467642808182,-0.7039621433821857,1.4142089076630038,-0.8600709969448179,-0.542182794999155,1.402253791943973
CNKSR3,0.8562660189979711,0.5466009944898076,-1.4028670134877785,-1.2750622224799728,1.1673067681017604,0.10775545437821284,-1.2038305296181404,1.244639188410394,-0.0408086587922536
ZIC2,1.4094988588034163,-0.8046730265842721,-0.6048258322191395,-0.9238432070814391,1.3892216070709207,-0.46537839998948155,1.409099557592089,-0.6004881259390281,-0.8086114316530609
RNF125,-1.2199847334196792,-0.009465410436585046,1.2294501438562613,-1.4141344852871514,0.7200188117080781,0.6941156735790729,-1.3849835930360999,0.4447715202675755,0.9402120727685244
IGSF3,-0.8157089266273353,-0.5926275256623196,1.4083364522896642,-0.8499148739622483,-0.5539365972551156,1.4038514712173644,-1.0972631566919946,-0.22403275609991113,1.3212959127919062
PPP1R15A,1.192885009869301,0.06140931342708252,-1.2542943232963835,-0.9848114856016474,-0.38657648305491377,1.3713879686565615,-1.3277762112270166,0.2422748353352577,1.085501375891759
SLCO1A2,-1.1746790829754736,1.2693195917934077,-0.09464050881793458,-1.4093629261393554,0.8060328657138239,0.6033300604255314,-1.0552320420332495,-0.28777591118515655,1.3430079532184056
MAPKAPK2,1.1271678692623626,-1.3032591646320975,0.17609129536973764,-0.8162042351172847,-0.5920768588913008,1.4082810940085855,-1.2930909306325937,0.1506252259261303,1.142465704706463
LSR,-1.403691490962636,0.5527228141484075,0.8509686768142277,-1.3257564934205202,1.0892317269528808,0.23652476646763845,0.16218225928535876,1.1355734445435766,-1.297755703828935
C2orf80,0.20387823021459003,1.1100118948074729,-1.3138901250220623,-0.7735958778410303,1.4120598875660915,-0.6384640097250612,1.3847698965664774,-0.9409996103055144,-0.4437702862609631
NBEA,-0.15320883606378138,1.294140983977237,-1.1409321479134549,-0.917930990483634,1.3906585898455603,-0.472727599361929,-0.3966730928039196,1.3739163365838207,-0.9772432437799028
BBOX1-AS1,-1.0546950543717062,-0.28856530928192603,1.3432603636536327,-1.0943888319718116,-0.22852126217299878,1.322910094144811,-1.392455199958098,0.4822150137084312,0.9102401862496678
SLC35F3,1.0418983006695017,-1.3491012790505466,0.30720297838104316,-1.057910509239542,-0.2838294744631513,1.3417399837026933,1.407046894538869,-0.8266667679425176,-0.5803801265963514
CD200,0.6716698537735283,-1.413631153289921,0.7419612995163928,-0.37293115679041255,1.3678595703476046,-0.9949284135571921,-1.406881217739174,0.8279955340213218,0.5788856837178523
HEG1,-0.965744774933414,-0.4118358176295728,1.377580592562987,-1.188402109131825,-0.06970806591540125,1.2581101750472266,-1.1964730311248282,1.2511830787230027,-0.05471004759817275
FGF2,-0.9352145635871899,-0.451103929654711,1.3863184932419024,-0.7136195525789748,-0.7005739528423439,1.4141935054213186,-1.1949954533023128,-0.05747509716682481,1.2524705504691376
TSPAN7,-0.07435044015639301,-1.1858758863913619,1.2602263265477562,-0.9991205963733584,-0.36722602232542406,1.3663466186987807,-0.9091553729948691,1.3927020816689493,-0.48354670867408023
SLC6A15,-0.9027711254637615,-0.49135152748557226,1.3941226529493338,-1.4131459677703422,0.6589929951208023,0.7541529726495394,0.9425780199686762,0.4417608283070597,-1.384338848275736
RIPOR2,0.4104725951115852,0.9667851128701306,-1.3772577079817159,-1.3342947039071744,0.2612616139139904,1.073033089993185,0.07142900907888879,1.1874671755459414,-1.2588961846248294
PCSK6,-0.9872727030303166,1.37054538749803,-0.3832726844677134,-1.0939446205036552,1.3231577748499066,-0.22921315434625028,-1.3100904002046492,0.19379975842434213,1.1162906417803071
MAP1A,-1.3395385720645594,1.062487136993289,0.27705143507126284,-0.43922828240158657,-0.9445632022284258,1.3837914846300121,-1.4128893045593167,0.75943389455031,0.6534554100090072
NALCN,-0.6320447425180529,1.411645291150476,-0.7796005486324238,-0.7471229000031036,1.4134439093296312,-0.6663210093265276,-1.1464144056032435,1.2903546827309744,-0.1439402771277304
NCOA7,-0.4572124159586572,-0.9303664426988201,1.3875788586574784,-1.4095616383266165,0.6055236238649907,0.8040380144616257,-1.0181217218895107,1.3591026949520901,-0.3409809730625799
PPFIA2,-0.985308634770645,1.3712185840640934,-0.3859099492934468,-0.65359748708035,1.4128962270386356,-0.7592987399582858,-0.9657182659763971,1.3775887977862622,-0.4118705318098652
KDM7A,0.741251356093877,-1.4136548340712272,0.6724034779773522,-1.282908033669444,0.12608014006194623,1.1568278936074978,1.4132043661625702,-0.7528630152645371,-0.660341350898032
PRKG1,1.2335744882073392,-1.2157200337662502,-0.017854454441089067,-0.7853612812558479,1.4112118102187863,-0.6258505289629388,0.5673131090119563,0.8382244005232939,-1.4055375095352498
ERC2,0.10975900983991557,1.1661711573456262,-1.2759301671855416,-0.6451354215352487,-0.767317703351861,1.4124531248871102,0.33771594395919247,1.0204531546381674,-1.3581690985973593
ARMT1,0.9069486703975712,-1.3931993385630983,0.48625066816552837,-1.2890200390494833,1.1483160379451762,0.14070400110430692,-1.4138332683624975,0.6785156314953575,0.7353176368671404
DSG2,-1.413431211889358,0.6659828556970472,0.7474483561923104,-1.4066325564932063,0.576672532802779,0.8299600236904274,-0.9390062925171831,1.385309013765374,-0.44630272124819115
CD70,-1.1686457609496164,1.274033192171588,-0.10538743122197125,-1.4133898194322114,0.7484910069506008,0.6648988124816108,-0.8364386623518179,1.405780859938713,-0.5693421975868952
PODXL,0.08043677206507166,-1.2629806050574832,1.1825438329924116,-1.328373971789983,0.24398829086705595,1.0843856809229264,-1.4004051902830392,0.5294718794772153,0.8709333108058217
TRABD2A,-1.3342274906446256,0.2610623293586354,1.0731651612859914,-0.9764124907069229,1.3741881785742396,-0.3977756878673171,-1.4107721141908718,0.7907765212355459,0.6199955929553261
ADAMTS20,0.9654606647250757,0.4122078099978495,-1.3776684747229253,-0.9699071434057495,1.376278484334556,-0.40637134092880617,-1.013490794278112,-0.34743684772157196,1.3609276419996839
BCAS3,1.093105704870694,-1.323624238142192,0.23051853327150185,-0.8341955872596807,1.406081257418471,-0.5718856701587902,-0.4551272185662467,1.387151644401682,-0.9320244258354294
FOXC1,-0.5007704111795439,-0.8950063198133542,1.3957767309929,-1.4105032753645041,0.7939104366787675,0.6165928386857362,1.374091255352556,-0.397382173866997,-0.9767090814855653
FREM1,-1.189812267799347,1.2569182754391106,-0.06710600763976418,-1.2428227006783565,1.2058288389626082,0.036993861715748276,0.945138716974002,0.43849299078309867,-1.3836317077571005
STK17B,-0.42763260715272533,-0.9535944060604911,1.3812270132132163,-1.4139745535951163,0.6844712527453714,0.7295033008497452,-1.29588207491586,1.1383666036082118,0.1575154713076476
