Genename,TSS1,TSS2,TSS3,RNA1,RNA2,RNA3,Distal1,Distal2,Distal3
HES5,1.3987946273303324,-0.8797585980746729,-0.5190360292556596,1.4130866074217243,-0.7554276564632636,-0.6576589509584608,1.3775570424501902,-0.9658208394671172,-0.41173620298307306
HS6ST3,0.7984603262457313,-1.4100940662070889,0.6116337399613582,1.4139373837376354,-0.7311721245154079,-0.6827652592222274,1.4019018528039282,-0.8622066125922023,-0.5396952402117263
TTYH1,0.3002309910876877,-1.3469429743363721,1.046711983248683,1.3779363786527108,-0.964592031344948,-0.41334434730776254,1.4061202034417462,-0.5722186705734434,-0.8339015328683019
LINC00461,1.3981731971679874,-0.8830262165046215,-0.5151469806633661,1.4142133013600013,-0.7063625456239888,-0.707850755736013,-0.08280608186451101,1.2640466376540005,-1.1812405557894903
VEPH1,1.2050055759810316,-1.2435731206303646,0.038567544649333145,1.4135676739005922,-0.6697727105495608,-0.7437949633510318,0.4135786004848494,0.9644128838042691,-1.3779914842891183
AK4,1.29123564617014,-0.1460851619459949,-1.145150484224145,1.4133852809526763,-0.6647815955150976,-0.7486036854375787,1.3818296610235696,-0.43031918408495934,-0.9515104769386104
PLXDC2,1.3689143324861672,-0.376958934157981,-0.991955398328186,1.4141295477803355,-0.7204145518260571,-0.6937149959542785,0.5579805416330281,0.8463955680712806,-1.4043761097043082
ID4,1.1583268273331944,-1.2818078620259095,0.12348103469271506,1.400555123647298,-0.870083360367093,-0.5304717632802045,1.397915229376626,-0.5135533034987632,-0.8843619258778627
LGR5,1.408797313821361,-0.8114855208450029,-0.5973117929763578,1.4137944099971516,-0.7367137221594448,-0.6770806878377071,1.380561522663415,-0.4246919595987376,-0.9558695630646773
MEGF10,1.3947705086264583,-0.899774535648527,-0.49499597297793124,1.4141068557449834,-0.722098373910199,-0.6920084818347847,1.199008914512076,0.04994393729924105,-1.2489528518113175
FAM181B,1.4058777875792343,-0.8357196709883055,-0.5701581165909292,1.4138656847314262,-0.6797690953082524,-0.7340965894231738,1.3656245768252284,-1.0010922538175808,-0.3645323230076478
KCNIP4,0.7173217366332008,-1.4141641343537767,0.696842397720577,1.4137979053541228,-0.7365909063383039,-0.6772069990158189,-1.3934855199883802,0.905665183843417,0.48782033614496156
ID3,1.334331381301744,-1.0729609883750253,-0.26137039292672104,1.2243554235916203,-1.2251339480324097,0.0007785244407900181,1.3957992106081014,-0.894898140195432,-0.5009010704126698
ADAMTSL1,-0.6626699232698707,-0.7506315025381134,1.413301425807983,1.4113739722664662,-0.7832603888340448,-0.6281135834324214,1.4134073285667028,-0.6653540250412455,-0.7480533035254575
NPAS3,1.1197783743005154,-1.3079348370518336,0.1881564627513191,1.4137176032172702,-0.7392918675323601,-0.6744257356849099,1.4134140813703282,-0.7478831980830283,-0.6655308832872997
DBX2,1.3019910855046386,-0.17285915013004644,-1.1291319353745919,1.4140641769178717,-0.6892310303952547,-0.7248331465226171,1.3412203870476365,-0.28222133551442324,-1.0589990515332128
ELMO1,1.4125741744798443,-0.7652417409530939,-0.6473324335267499,1.4141934344171823,-0.713631052561253,-0.7005623818559292,1.257961391635036,-0.06938275723417234,-1.1885786344008658
ERBB4,1.4135193557409231,-0.7451298903969054,-0.6683894653440176,1.413939993892052,-0.7310587963019084,-0.6828811975901437,1.2098345609553647,0.029295027301388644,-1.2391295882567532
FRZB,1.0686384685428487,0.2678708103332179,-1.336509278876065,1.4121914074444892,-0.7715676179677039,-0.6406237894767852,0.9872699433419885,0.38327639456286267,-1.3705463379048517
ZNF536,1.045999354468302,0.30126606440438286,-1.3472654188726845,1.4134737438034553,-0.74634724533702,-0.6671264984664352,1.4124045962140468,-0.6442753859841279,-0.7681292102299188
FAM181A,1.4079403300567446,-0.5887398727880967,-0.8192004572686477,1.408006127084869,-0.5893773266043405,-0.8186288004805281,0.8557546931306907,-1.4029480767632108,0.5471933836325192
EDNRB,1.4140867512895083,-0.6906423125507909,-0.7234444387387183,1.4139885289374998,-0.685146380706842,-0.7288421482306576,-0.3242411142818543,-1.029999728256879,1.354240842538733
PHYHIPL,1.3886899887461241,-0.4627093184351406,-0.925980670310983,1.4140786827639595,-0.723954104590749,-0.6901245781732105,1.0439921479222594,0.30417600031123476,-1.3481681482334937
GRID2,1.3981774302483911,-0.5151732313877685,-0.8830041988606226,1.4141656336403403,-0.7171659945415676,-0.6969996390987726,1.4080016325307052,-0.5893336802012146,-0.8186679523294907
PTN,0.2557822485611389,-1.3324373380020502,1.0766550894409121,0.5977407894122787,-1.4088386201543228,0.811097830742044,0.5134432948069306,0.8844540565367088,-1.39789735134364
COL9A1,1.4047580813108944,-0.8437687494174392,-0.5609893318934551,1.4139054410093643,-0.7325174014744557,-0.6813880395349091,0.7481701996411304,0.6652324716063345,-1.4134026712474683
CTXND1,1.3720529031251034,-0.9828481543901605,-0.38920474873494365,1.4141894455115591,-0.6999421600834297,-0.7142472854281294,1.4089934202859071,-0.5993627185262271,-0.8096307017596802
MIR924HG,1.3596417236098715,-0.3428775615830976,-1.0167641620267738,1.3369607641958243,-1.0677321025083424,-0.26922866168748216,1.4127420394404933,-0.6505145295142136,-0.7622275099262794
FAT4,-0.04167759356472018,-1.203374106942311,1.2450517005070312,1.414209764971279,-0.7042666621083937,-0.7099431028628851,-0.9005217042656604,1.394610096379816,-0.4940883921141552
PRSS35,1.2951665307576967,-1.139424442186773,-0.1557420885709237,1.413617378524067,-0.6712498598232239,-0.7423675187008429,1.1552387888719204,-1.284066494730316,0.12882770585839598
SOX3,1.3556384280241147,-1.0266506050138284,-0.32898782301028595,1.4106422445197446,-0.79230585357648,-0.6183363909432649,0.9189220393849018,-1.390421123106942,0.4714990837220396
GPC6,1.3494881259481166,-1.041024486207106,-0.30846363974100854,1.4136938426715198,-0.7400476652201051,-0.673646177451415,-0.29280396111909895,1.344608715753741,-1.051804754634643
FUT9,1.412132560391629,-0.7724833255331119,-0.6396492348585171,1.4136081330874528,-0.7426374943975388,-0.6709706386899141,1.4142134600285086,-0.7066407840458756,-0.7075726759826331
TMEM117,1.4142070340211237,-0.7033821336815241,-0.7108249003396,1.4137025495377262,-0.673929760938253,-0.7397727885994737,-0.3242895586366669,1.3542551817641078,-1.0299656231274417
PLAGL1,1.3437685532610177,-0.29015851584130753,-1.0536100374197095,1.4117138570836651,-0.633069640582532,-0.7786442165011336,-0.398854958777524,-0.9755984953853921,1.374453454162904
ST6GAL2,1.3985752176450537,-0.8809205365691732,-0.5176546810758796,1.4125623096312843,-0.7654486379195323,-0.6471136717117516,-1.0888177410959083,1.3259822484249786,-0.23716450732907152
CDH11,1.3851042856241258,-0.9397657922314681,-0.44533849339265724,1.4131042077229998,-0.7550533779340896,-0.6580508297889104,1.2513055015116712,-0.05497253696271064,-1.1963329645489622
ANOS1,0.574481179331005,0.8319012829073386,-1.406382462238342,1.3845327537106284,-0.4426631107972608,-0.9418696429133682,0.2681084781418925,1.0684799113635968,-1.3365883895054897
